week,region,country,admin1,event_type,sub_event_type,events,fatalities,population_exposure,disorder_type,centroid_latitude,centroid_longitude
2022-07-09,"Central America",Guatemala,Guatemala,"Violence against civilians","Abduction/forced disappearance",1,0,"123,438","Political violence",14.585,-90.436
2022-07-09,Caribbean,Haiti,Artibonite,"Violence against civilians","Abduction/forced disappearance",1,0,"28,381","Political violence",19.335,-72.493
2022-07-09,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",4,0,"104,079","Political violence",18.617,-72.174
2022-07-09,"Eastern Africa",Kenya,Kiambu,"Violence against civilians","Abduction/forced disappearance",1,0,"136,534","Political violence",-1.038,36.847
2022-07-09,"Western Africa",Mali,Menaka,"Violence against civilians","Abduction/forced disappearance",1,0,"3,821","Political violence",16.661,2.916
2022-07-09,"Western Africa",Mali,Mopti,"Violence against civilians","Abduction/forced disappearance",2,0,"53,186","Political violence",14.515,-3.649
2022-07-09,"Western Africa",Mali,Segou,"Violence against civilians","Abduction/forced disappearance",1,0,"3,965","Political violence",14.051,-6.003
2022-07-09,"North America",Mexico,"Baja California","Violence against civilians","Abduction/forced disappearance",1,0,"56,303","Political violence",30.359,-115.244
2022-07-09,"North America",Mexico,Guerrero,"Violence against civilians","Abduction/forced disappearance",1,0,"38,466","Political violence",17.602,-99.946
2022-07-09,"North America",Mexico,"Veracruz de Ignacio de la Llave","Violence against civilians","Abduction/forced disappearance",1,0,"73,025","Political violence",17.960,-95.178
2022-07-09,"Southeast Asia",Myanmar,Magway,"Violence against civilians","Abduction/forced disappearance",1,0,707,"Political violence",20.810,94.543
2022-07-09,"Southeast Asia",Myanmar,Rakhine,"Violence against civilians","Abduction/forced disappearance",2,0,"14,690","Political violence",19.409,94.232
2022-07-09,"Southeast Asia",Myanmar,Sagaing,"Violence against civilians","Abduction/forced disappearance",5,0,"77,827","Political violence",24.476,95.477
2022-07-09,"Western Africa",Niger,Tillaberi,"Violence against civilians","Abduction/forced disappearance",4,0,"9,536","Political violence",13.799,1.877
2022-07-09,"Western Africa",Nigeria,"Akwa Ibom","Violence against civilians","Abduction/forced disappearance",2,0,"42,423","Political violence",4.998,7.802
2022-07-09,"Western Africa",Nigeria,Anambra,"Violence against civilians","Abduction/forced disappearance",1,0,"110,935","Political violence",6.234,6.942
2022-07-09,"Western Africa",Nigeria,Benue,"Violence against civilians","Abduction/forced disappearance",1,0,"14,405","Political violence",7.297,8.816
2022-07-09,"Western Africa",Nigeria,"Federal Capital Territory","Violence against civilians","Abduction/forced disappearance",1,0,"38,291","Political violence",8.985,7.188
2022-07-09,"Western Africa",Nigeria,Imo,"Violence against civilians","Abduction/forced disappearance",1,0,"42,529","Political violence",5.555,7.030
2022-07-09,"Western Africa",Nigeria,Kaduna,"Violence against civilians","Abduction/forced disappearance",2,0,"8,769","Political violence",10.262,7.873
2022-07-09,"Western Africa",Nigeria,Kogi,"Violence against civilians","Abduction/forced disappearance",1,0,"55,123","Political violence",7.621,6.854
2022-07-09,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",1,0,"126,486","Political violence",5.036,6.840
2022-07-09,"Western Africa",Nigeria,Zamfara,"Violence against civilians","Abduction/forced disappearance",2,0,"34,003","Political violence",12.083,6.002
2022-07-09,"South Asia",Pakistan,Balochistan,"Violence against civilians","Abduction/forced disappearance",8,0,"397,668","Political violence",28.460,65.815
2022-07-09,Europe,Russia,"Republic of Chechnya","Violence against civilians","Abduction/forced disappearance",1,0,"32,840","Political violence",43.243,45.766
2022-07-09,"Eastern Africa","South Sudan","Central Equatoria","Violence against civilians","Abduction/forced disappearance",1,0,"59,490","Political violence",4.890,31.459
2022-07-09,"Eastern Africa","South Sudan","Western Equatoria","Violence against civilians","Abduction/forced disappearance",1,0,"1,063","Political violence",5.540,29.146
2022-07-09,"Northern Africa",Sudan,"Blue Nile","Violence against civilians","Abduction/forced disappearance",1,0,"138,831","Political violence",11.008,34.095
2022-07-09,"Middle East",Syria,"Al Hasakeh","Violence against civilians","Abduction/forced disappearance",7,0,"178,019","Political violence",36.413,40.552
2022-07-09,"Middle East",Syria,Aleppo,"Violence against civilians","Abduction/forced disappearance",10,0,"64,663","Political violence",36.144,37.398
2022-07-09,"Middle East",Syria,"Ar Raqqa","Violence against civilians","Abduction/forced disappearance",5,0,"33,391","Political violence",36.027,38.922
2022-07-09,"Middle East",Syria,Dara,"Violence against civilians","Abduction/forced disappearance",1,0,"4,428","Political violence",32.831,36.111
2022-07-09,"Middle East",Syria,"Deir ez Zor","Violence against civilians","Abduction/forced disappearance",2,0,"4,959","Political violence",35.232,40.276
2022-07-09,"Middle East",Syria,Idleb,"Violence against civilians","Abduction/forced disappearance",1,0,"35,182","Political violence",35.855,36.565
2022-07-09,Europe,Ukraine,Kharkiv,"Violence against civilians","Abduction/forced disappearance",2,0,"15,233","Political violence",49.499,36.665
2022-07-09,Europe,Ukraine,Kherson,"Violence against civilians","Abduction/forced disappearance",2,0,"10,657","Political violence",46.776,33.484
2022-07-09,Europe,Ukraine,Mykolaiv,"Violence against civilians","Abduction/forced disappearance",2,0,"10,585","Political violence",47.416,31.960
2022-07-09,Europe,Ukraine,Zaporizhia,"Violence against civilians","Abduction/forced disappearance",1,0,"22,594","Political violence",47.204,35.696
2022-07-09,"Middle East",Yemen,Ibb,"Violence against civilians","Abduction/forced disappearance",1,0,"170,508","Political violence",14.088,44.175
2022-07-16,"Caucasus and Central Asia",Afghanistan,Baghlan,"Violence against civilians","Abduction/forced disappearance",1,0,"3,379","Political violence",35.790,69.109
2022-07-16,"Caucasus and Central Asia",Afghanistan,Helmand,"Violence against civilians","Abduction/forced disappearance",1,0,"30,102","Political violence",31.397,64.043
2022-07-16,"Caucasus and Central Asia",Afghanistan,Kandahar,"Violence against civilians","Abduction/forced disappearance",1,0,"7,716","Political violence",31.076,65.693
2022-07-16,"Western Africa",Benin,Borgou,"Violence against civilians","Abduction/forced disappearance",1,0,"1,362","Political violence",9.710,2.740
2022-07-16,"South America",Brazil,"Rio de Janeiro","Violence against civilians","Abduction/forced disappearance",1,0,"122,792","Political violence",-22.065,-42.062
2022-07-16,"Western Africa","Burkina Faso",Centre-Est,"Violence against civilians","Abduction/forced disappearance",1,0,735,"Political violence",11.718,-0.276
2022-07-16,"Western Africa","Burkina Faso",Centre-Ouest,"Violence against civilians","Abduction/forced disappearance",3,0,"7,634","Political violence",11.904,-2.304
2022-07-16,"Western Africa","Burkina Faso",Est,"Violence against civilians","Abduction/forced disappearance",2,0,"2,798","Political violence",12.257,1.006
2022-07-16,"Western Africa","Burkina Faso",Nord,"Violence against civilians","Abduction/forced disappearance",1,0,"2,148","Political violence",13.453,-2.251
2022-07-16,"Eastern Africa",Burundi,"Bujumbura Mairie","Violence against civilians","Abduction/forced disappearance",1,0,"44,277","Political violence",-3.394,29.367
2022-07-16,"Middle Africa",Cameroon,Nord-Ouest,"Violence against civilians","Abduction/forced disappearance",1,0,"8,740","Political violence",6.434,10.468
2022-07-16,"Middle Africa",Cameroon,Sud-Ouest,"Violence against civilians","Abduction/forced disappearance",4,0,"33,777","Political violence",5.236,9.281
2022-07-16,"Middle Africa","Central African Republic",Bangui,"Violence against civilians","Abduction/forced disappearance",1,0,"124,093","Political violence",4.375,18.553
2022-07-16,"East Asia",China,Beijing,"Violence against civilians","Abduction/forced disappearance",1,0,"101,313","Political violence",40.241,116.602
2022-07-16,"South America",Colombia,Sucre,"Violence against civilians","Abduction/forced disappearance",1,0,"1,189","Political violence",9.158,-75.152
2022-07-16,"South America",Colombia,"Valle del Cauca","Violence against civilians","Abduction/forced disappearance",1,0,"127,770","Political violence",4.065,-76.123
2022-07-16,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",4,0,"11,101","Political violence",-0.551,28.719
2022-07-16,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,"24,834","Political violence",-3.297,28.167
2022-07-16,"Middle Africa","Democratic Republic of Congo",Tshopo,"Violence against civilians","Abduction/forced disappearance",1,0,"50,484","Political violence",0.205,25.633
2022-07-16,Caribbean,Haiti,Artibonite,"Violence against civilians","Abduction/forced disappearance",1,0,"10,558","Political violence",19.335,-72.493
2022-07-16,Caribbean,Haiti,Centre,"Violence against civilians","Abduction/forced disappearance",1,0,"29,836","Political violence",19.011,-72.015
2022-07-16,Caribbean,Haiti,Nord-Est,"Violence against civilians","Abduction/forced disappearance",1,0,"12,629","Political violence",19.497,-71.891
2022-07-16,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",4,0,"58,307","Political violence",18.617,-72.174
2022-07-16,"Middle East",Iraq,Erbil,"Violence against civilians","Abduction/forced disappearance",1,0,18,"Political violence",36.379,44.210
2022-07-16,"Eastern Africa",Madagascar,"Alaotra Mangoro","Violence against civilians","Abduction/forced disappearance",1,0,"49,016","Political violence",-18.011,48.351
2022-07-16,"North America",Mexico,Campeche,"Violence against civilians","Abduction/forced disappearance",1,0,"28,431","Political violence",19.333,-89.942
2022-07-16,"North America",Mexico,Guanajuato,"Violence against civilians","Abduction/forced disappearance",1,0,"25,483","Political violence",20.877,-101.259
2022-07-16,"North America",Mexico,"Quintana Roo","Violence against civilians","Abduction/forced disappearance",1,0,"83,463","Political violence",19.741,-88.324
2022-07-16,"North America",Mexico,"Veracruz de Ignacio de la Llave","Violence against civilians","Abduction/forced disappearance",1,0,"71,844","Political violence",17.960,-95.178
